[0.431827,0.026193],[0.387988,0.019656],[0.380826,0.023415],[0.228550,0.036041],[0.413086,0.047862],[0.300000,0.038825],[0.300000,0.380075],[0.300000,0.186137],[0.294067,0.357106]
[0.356236,0.018410],[0.380210,0.011610],[0.300000,0.003711],[0.433723,0.085580],[0.405529,0.079390],[0.300000,0.043503],[0.300000,0.410782],[0.270505,0.246287],[0.208740,0.484475]
[0.441078,0.008684],[0.238961,0.013496],[0.406869,0.015352],[0.300000,0.081372],[0.300000,0.037648],[0.354900,0.087078],[0.300000,0.655618],[0.356305,0.189090],[0.250168,0.422148]
[0.437804,0.014371],[0.300000,0.009969],[0.237983,0.003970],[0.300000,0.074839],[0.441562,0.056312],[0.371635,0.098051],[0.262805,0.384262],[0.300000,0.395364],[0.359789,0.295307]
[0.393045,0.023882],[0.300000,0.014122],[0.300000,0.021896],[0.257377,0.053200],[0.354465,0.092726],[0.405731,0.055843],[0.413826,0.662791],[0.300000,0.332155],[0.241927,0.627991]
[0.300000,0.003775],[0.436894,0.020303],[0.300000,0.022482],[0.286930,0.035760],[0.418758,0.086915],[0.379142,0.088166],[0.230848,0.448831],[0.358405,0.337807],[0.300000,0.133844]
[0.300000,0.012898],[0.261858,0.023445],[0.300000,0.020284],[0.382196,0.098419],[0.425253,0.064902],[0.213834,0.081538],[0.300000,0.342002],[0.381205,0.169523],[0.449032,0.492358]
[0.300000,0.027520],[0.435376,0.013941],[0.300000,0.001375],[0.254820,0.080100],[0.300000,0.076315],[0.220713,0.076900],[0.388399,0.633777],[0.372369,0.519662],[0.445696,0.290397]
[0.393476,0.023278],[0.398381,0.004861],[0.237907,0.008463],[0.431810,0.072904],[0.265010,0.074167],[0.300000,0.082255],[0.300000,0.591854],[0.300000,0.146531],[0.416054,0.602142]
[0.381257,0.024802],[0.414055,0.008202],[0.432655,0.001067],[0.300000,0.077081],[0.300000,0.093425],[0.252935,0.099069],[0.300000,0.105411],[0.386780,0.689265],[0.233385,0.387603]
[0.389568,0.018132],[0.300000,0.020189],[0.206684,0.024502],[0.300000,0.068052],[0.286072,0.079787],[0.404446,0.031490],[0.385354,0.228549],[0.300000,0.327573],[0.400297,0.549702]
[0.300000,0.026042],[0.446517,0.015372],[0.396481,0.011460],[0.224691,0.087365],[0.439857,0.065808],[0.300000,0.031137],[0.300000,0.298633],[0.394045,0.452037],[0.299109,0.540668]
[0.438916,0.027475],[0.300000,0.010255],[0.208098,0.003113],[0.300000,0.034666],[0.300000,0.053547],[0.365977,0.060383],[0.426286,0.121395],[0.351820,0.201642],[0.259816,0.355560]
[0.442915,0.004233],[0.389409,0.013371],[0.300000,0.007091],[0.375549,0.035786],[0.285168,0.051153],[0.300000,0.030799],[0.224966,0.639978],[0.300000,0.178713],[0.440248,0.659919]
[0.300000,0.006284],[0.300000,0.006508],[0.406298,0.024332],[0.391484,0.047373],[0.300000,0.085585],[0.247989,0.062928],[0.368180,0.143155],[0.272787,0.296927],[0.414448,0.123305]
[0.372602,0.017222],[0.362612,0.024703],[0.207252,0.028278],[0.273053,0.098434],[0.404136,0.061373],[0.300000,0.098935],[0.412223,0.295254],[0.300000,0.268536],[0.300000,0.107846]
[0.392099,0.006967],[0.427260,0.024891],[0.300000,0.024290],[0.399222,0.087447],[0.300000,0.042428],[0.300000,0.030921],[0.443199,0.552688],[0.297424,0.310902],[0.231423,0.683130]
[0.381099,0.007839],[0.300000,0.028385],[0.447528,0.016643],[0.434916,0.059423],[0.378063,0.041884],[0.234339,0.039699],[0.300000,0.536352],[0.264689,0.601461],[0.300000,0.465135]
[0.390849,0.015746],[0.362267,0.004453],[0.432767,0.019283],[0.300000,0.035252],[0.300000,0.030669],[0.402788,0.056254],[0.231738,0.574480],[0.300000,0.692853],[0.265393,0.390967]
[0.365734,0.012894],[0.241301,0.020354],[0.287572,0.029658],[0.352736,0.083900],[0.300000,0.035429],[0.412583,0.030836],[0.300000,0.337953],[0.400021,0.180667],[0.300000,0.698492]
[0.300000,0.008878],[0.300000,0.011034],[0.300000,0.022310],[0.369332,0.052850],[0.272337,0.071815],[0.405637,0.064707],[0.242928,0.103855],[0.431184,0.650039],[0.395518,0.217944]
[0.222101,0.005906],[0.359875,0.006404],[0.300000,0.023117],[0.300000,0.047465],[0.405903,0.032076],[0.300000,0.092009],[0.383713,0.159097],[0.415662,0.228204],[0.266552,0.235035]
[0.293185,0.013907],[0.300000,0.010380],[0.368763,0.011967],[0.421556,0.081896],[0.300000,0.073356],[0.226013,0.088760],[0.431422,0.131584],[0.388847,0.184155],[0.300000,0.208147]
[0.251497,0.006457],[0.400670,0.007512],[0.373404,0.013624],[0.300000,0.067069],[0.300000,0.065331],[0.240395,0.067685],[0.363264,0.605560],[0.444033,0.483818],[0.300000,0.147418]
[0.300000,0.025274],[0.379448,0.025599],[0.241818,0.016243],[0.300000,0.045463],[0.300000,0.086706],[0.414248,0.066619],[0.370089,0.151197],[0.270102,0.527546],[0.436331,0.391019]
[0.217566,0.009135],[0.300000,0.029011],[0.392889,0.026442],[0.401129,0.057002],[0.300000,0.045807],[0.424420,0.052995],[0.352398,0.613369],[0.300000,0.492452],[0.287594,0.669087]
[0.435114,0.010311],[0.250120,0.013643],[0.300000,0.017489],[0.393891,0.057200],[0.300000,0.041800],[0.210758,0.089473],[0.427025,0.503895],[0.300000,0.289223],[0.375341,0.236764]
[0.256357,0.022503],[0.442478,0.018119],[0.382153,0.029959],[0.300000,0.060902],[0.369389,0.085226],[0.300000,0.031749],[0.300000,0.466247],[0.427690,0.651486],[0.242874,0.190378]
[0.422700,0.028031],[0.282523,0.006036],[0.353620,0.021532],[0.300000,0.068945],[0.420733,0.099946],[0.300000,0.035537],[0.300000,0.269002],[0.238822,0.385667],[0.365785,0.610521]
[0.443482,0.007687],[0.433377,0.027462],[0.212342,0.009011],[0.281651,0.077295],[0.383101,0.084064],[0.300000,0.051905],[0.300000,0.488007],[0.354831,0.370760],[0.300000,0.336752]
[0.259463,0.010738],[0.421997,0.007722],[0.390084,0.022942],[0.449772,0.079728],[0.300000,0.064642],[0.300000,0.057314],[0.203195,0.565318],[0.367067,0.336167],[0.300000,0.293755]
[0.279820,0.012393],[0.208702,0.007644],[0.300000,0.028111],[0.300000,0.091283],[0.300000,0.078034],[0.350706,0.059158],[0.380337,0.275619],[0.410599,0.501846],[0.441337,0.256182]
[0.352342,0.029117],[0.269478,0.009299],[0.429340,0.005905],[0.300000,0.085178],[0.300000,0.058507],[0.245454,0.046237],[0.413933,0.405310],[0.300000,0.102432],[0.374674,0.163968]
[0.300000,0.002660],[0.300000,0.016016],[0.375817,0.021886],[0.300000,0.067490],[0.421725,0.053697],[0.248528,0.055577],[0.387525,0.265543],[0.285108,0.324770],[0.435133,0.468410]
[0.417969,0.001922],[0.422753,0.021388],[0.384617,0.019620],[0.300000,0.096361],[0.300000,0.072071],[0.201924,0.057412],[0.300000,0.320480],[0.262373,0.496977],[0.360562,0.658112]
[0.300000,0.001821],[0.249649,0.015943],[0.256708,0.015505],[0.363664,0.059214],[0.421240,0.056548],[0.412728,0.030522],[0.300000,0.285715],[0.300000,0.357782],[0.355156,0.256367]
[0.364968,0.006718],[0.229324,0.023641],[0.263567,0.026916],[0.416786,0.081247],[0.418473,0.049433],[0.300000,0.036572],[0.300000,0.522798],[0.359129,0.111791],[0.300000,0.307510]
[0.298623,0.012751],[0.446940,0.025837],[0.398603,0.004478],[0.300000,0.077726],[0.300000,0.085395],[0.366148,0.097617],[0.300000,0.264337],[0.402435,0.483756],[0.226105,0.131706]
[0.444722,0.007237],[0.449138,0.023381],[0.366800,0.007793],[0.300000,0.070961],[0.296945,0.040752],[0.300000,0.036435],[0.300000,0.125297],[0.395525,0.480810],[0.224991,0.142242]
[0.300000,0.026139],[0.300000,0.010520],[0.389676,0.015570],[0.437020,0.076827],[0.378467,0.045008],[0.300000,0.031606],[0.207670,0.230771],[0.413184,0.514208],[0.268018,0.683153]
[0.391119,0.020208],[0.251591,0.022502],[0.300000,0.008751],[0.422120,0.038014],[0.360294,0.092337],[0.244629,0.095757],[0.300000,0.393433],[0.408472,0.610946],[0.300000,0.368632]
[0.371312,0.004106],[0.300000,0.008982],[0.402916,0.003762],[0.281025,0.036268],[0.377363,0.041384],[0.431184,0.066392],[0.300000,0.594099],[0.224300,0.384322],[0.300000,0.327617]
[0.419260,0.021852],[0.275337,0.009411],[0.373288,0.023471],[0.423590,0.044212],[0.385878,0.048724],[0.300000,0.030243],[0.300000,0.624533],[0.300000,0.107582],[0.246100,0.234257]
[0.300000,0.005692],[0.357141,0.003838],[0.418658,0.006634],[0.300000,0.067891],[0.300000,0.046848],[0.371900,0.054813],[0.416220,0.680550],[0.208740,0.573757],[0.271573,0.415102]
[0.413418,0.004816],[0.300000,0.003544],[0.300000,0.002997],[0.390001,0.034623],[0.403908,0.035289],[0.233878,0.093994],[0.300000,0.637049],[0.363584,0.268782],[0.264344,0.568256]
[0.213922,0.010677],[0.300000,0.028274],[0.300000,0.005477],[0.441281,0.084642],[0.300000,0.032993],[0.294369,0.079078],[0.355015,0.647488],[0.436608,0.438395],[0.366890,0.194622]
[0.398921,0.019908],[0.415360,0.026837],[0.300000,0.011713],[0.448964,0.088463],[0.355092,0.070634],[0.275909,0.049263],[0.300000,0.664419],[0.226555,0.665726],[0.300000,0.461703]
[0.300000,0.001408],[0.300000,0.006554],[0.409372,0.007342],[0.215181,0.073570],[0.299255,0.095057],[0.382016,0.036260],[0.390950,0.531382],[0.432861,0.662055],[0.300000,0.602279]
[0.300000,0.017422],[0.300000,0.013076],[0.232580,0.028250],[0.448690,0.093804],[0.351073,0.066786],[0.300000,0.037637],[0.373543,0.507983],[0.289349,0.328690],[0.432049,0.185755]
[0.402102,0.010667],[0.300000,0.022590],[0.408266,0.001479],[0.369824,0.087740],[0.242948,0.074209],[0.391363,0.058245],[0.300000,0.329405],[0.300000,0.532690],[0.292430,0.471910]
[0.300000,0.009339],[0.356836,0.010162],[0.283843,0.025675],[0.415943,0.058266],[0.300000,0.035807],[0.386265,0.035418],[0.300000,0.318408],[0.421109,0.638526],[0.225958,0.196378]
[0.292627,0.018644],[0.223361,0.022121],[0.300000,0.012170],[0.381876,0.091008],[0.408706,0.079693],[0.300000,0.030264],[0.368089,0.488026],[0.421105,0.167068],[0.300000,0.387382]
[0.215002,0.013498],[0.368620,0.026025],[0.300000,0.019190],[0.410725,0.051412],[0.300000,0.050403],[0.398862,0.039337],[0.402560,0.436010],[0.300000,0.197076],[0.297281,0.199374]
[0.223283,0.010651],[0.300000,0.022546],[0.300000,0.014514],[0.266432,0.040225],[0.365351,0.086695],[0.409098,0.042273],[0.300000,0.625730],[0.406042,0.355675],[0.350282,0.403655]
[0.276819,0.002751],[0.442152,0.020234],[0.300000,0.014055],[0.300000,0.035348],[0.300000,0.051791],[0.436521,0.075171],[0.236034,0.544779],[0.385275,0.592727],[0.361498,0.642867]
[0.402368,0.022938],[0.208294,0.023811],[0.300000,0.029641],[0.389006,0.040822],[0.420189,0.051847],[0.300000,0.059465],[0.300000,0.328014],[0.398861,0.637295],[0.287548,0.542435]
[0.377624,0.001447],[0.258390,0.026144],[0.300000,0.013529],[0.404967,0.034606],[0.300000,0.090168],[0.385680,0.081955],[0.300000,0.508323],[0.238664,0.582388],[0.415295,0.153007]
[0.434049,0.023446],[0.383494,0.001707],[0.300000,0.023075],[0.412201,0.038453],[0.263654,0.092435],[0.217617,0.055899],[0.300000,0.569830],[0.379169,0.130328],[0.300000,0.213521]
[0.422889,0.008177],[0.300000,0.003666],[0.300000,0.018816],[0.231680,0.054409],[0.416581,0.061115],[0.300000,0.083850],[0.373641,0.677349],[0.263706,0.692516],[0.390177,0.186002]
[0.378399,0.020267],[0.235625,0.020974],[0.300000,0.018809],[0.300000,0.073333],[0.404423,0.083823],[0.360816,0.088397],[0.297677,0.462434],[0.405840,0.594898],[0.300000,0.357183]
[0.300000,0.019459],[0.267435,0.003152],[0.370228,0.018571],[0.414444,0.032202],[0.300000,0.098522],[0.300000,0.076473],[0.233280,0.102683],[0.399104,0.649266],[0.428840,0.349810]
[0.300000,0.003826],[0.296630,0.027462],[0.209132,0.005799],[0.403974,0.076750],[0.439736,0.092844],[0.371249,0.088007],[0.392410,0.132071],[0.300000,0.651551],[0.300000,0.548817]
[0.281370,0.024419],[0.300000,0.006453],[0.416518,0.015998],[0.300000,0.082413],[0.237208,0.066678],[0.404315,0.066060],[0.391055,0.679290],[0.300000,0.238175],[0.398404,0.286723]
[0.410427,0.005742],[0.250172,0.018559],[0.300000,0.013651],[0.408920,0.071132],[0.300000,0.091249],[0.388333,0.091046],[0.372005,0.435440],[0.212872,0.461048],[0.300000,0.609735]
[0.439261,0.026948],[0.300000,0.013288],[0.392837,0.023434],[0.230440,0.044467],[0.300000,0.031471],[0.358641,0.041026],[0.300000,0.455788],[0.293314,0.669329],[0.437133,0.425631]
[0.439630,0.021654],[0.300000,0.028041],[0.351787,0.012423],[0.300000,0.080147],[0.280009,0.056739],[0.300000,0.079655],[0.445937,0.235366],[0.363118,0.113423],[0.231368,0.480918]
[0.352569,0.015367],[0.279646,0.015195],[0.351491,0.024736],[0.300000,0.088687],[0.211859,0.063325],[0.300000,0.076359],[0.406298,0.644344],[0.437790,0.697119],[0.300000,0.457141]
[0.226978,0.004571],[0.423881,0.017859],[0.300000,0.006550],[0.264478,0.032263],[0.300000,0.065379],[0.389912,0.040528],[0.379880,0.642021],[0.300000,0.426958],[0.425009,0.129874]
[0.415713,0.005595],[0.300000,0.005680],[0.264554,0.013577],[0.413618,0.063782],[0.300000,0.064699],[0.352989,0.057910],[0.300000,0.134411],[0.202377,0.103135],[0.356207,0.339101]
[0.405485,0.005404],[0.300000,0.016955],[0.385216,0.015159],[0.415149,0.058127],[0.285224,0.046021],[0.300000,0.090147],[0.300000,0.150933],[0.248554,0.691462],[0.389690,0.152739]
[0.300000,0.016109],[0.300000,0.010890],[0.299589,0.018399],[0.365962,0.040342],[0.416999,0.080877],[0.238197,0.065456],[0.300000,0.103857],[0.398624,0.201361],[0.428555,0.303674]
[0.392902,0.025037],[0.300000,0.028320],[0.278238,0.025333],[0.420788,0.064258],[0.300000,0.036561],[0.208563,0.037892],[0.372424,0.157376],[0.435228,0.256815],[0.300000,0.517785]
[0.279686,0.020968],[0.242487,0.010372],[0.351466,0.013651],[0.300000,0.070827],[0.300000,0.060936],[0.429576,0.070852],[0.358166,0.367060],[0.300000,0.653216],[0.436757,0.246934]
[0.300000,0.019923],[0.300000,0.016075],[0.426182,0.001979],[0.300000,0.073971],[0.277053,0.092655],[0.363891,0.039018],[0.422182,0.121731],[0.379678,0.386635],[0.218690,0.525514]
[0.425401,0.016893],[0.300000,0.002910],[0.275810,0.005162],[0.300000,0.048417],[0.429388,0.045346],[0.300000,0.070576],[0.350588,0.294722],[0.364928,0.442369],[0.204800,0.452341]
[0.280518,0.004189],[0.249159,0.026424],[0.300000,0.017255],[0.371243,0.030122],[0.430695,0.062819],[0.300000,0.047433],[0.426588,0.223219],[0.389816,0.599489],[0.300000,0.589044]
[0.300000,0.007513],[0.410788,0.004048],[0.377579,0.013171],[0.256229,0.098102],[0.432855,0.054443],[0.370198,0.031774],[0.300000,0.309877],[0.203715,0.269720],[0.300000,0.469639]
[0.427015,0.008711],[0.300000,0.018972],[0.417334,0.029354],[0.367268,0.058891],[0.255700,0.071973],[0.300000,0.087701],[0.234433,0.315972],[0.365612,0.440724],[0.300000,0.294448]
[0.223663,0.001465],[0.403566,0.009456],[0.300000,0.023255],[0.350764,0.035083],[0.300000,0.078573],[0.259202,0.067959],[0.418772,0.483066],[0.371333,0.478578],[0.300000,0.252031]
[0.211184,0.004340],[0.300000,0.010648],[0.300000,0.029157],[0.360086,0.086236],[0.381030,0.041406],[0.406104,0.099056],[0.299609,0.460441],[0.424014,0.150016],[0.300000,0.505905]
[0.392006,0.013366],[0.434199,0.028455],[0.300000,0.005512],[0.300000,0.083166],[0.210373,0.059598],[0.394177,0.069278],[0.300000,0.143409],[0.413991,0.111856],[0.280259,0.513720]
[0.211945,0.009886],[0.427605,0.014401],[0.419344,0.004446],[0.300000,0.078694],[0.282080,0.039221],[0.355999,0.054594],[0.300000,0.126536],[0.300000,0.167146],[0.386819,0.155994]
[0.389632,0.002273],[0.442830,0.023879],[0.300000,0.014861],[0.300000,0.048663],[0.253823,0.051090],[0.431648,0.082544],[0.383797,0.432879],[0.300000,0.620810],[0.246843,0.612192]
[0.300000,0.015379],[0.300000,0.023591],[0.415480,0.011876],[0.364156,0.071220],[0.300000,0.081802],[0.354971,0.092595],[0.241108,0.238749],[0.429894,0.452542],[0.254498,0.622473]
[0.300000,0.019111],[0.393768,0.016061],[0.417440,0.026160],[0.385418,0.067461],[0.211814,0.096759],[0.422416,0.083922],[0.281813,0.591347],[0.300000,0.140831],[0.300000,0.579611]
[0.260952,0.007915],[0.217545,0.029866],[0.389991,0.007783],[0.300000,0.055774],[0.443289,0.099450],[0.300000,0.045257],[0.392458,0.231696],[0.300000,0.192166],[0.442470,0.506747]
[0.226592,0.001913],[0.383520,0.011765],[0.441327,0.029843],[0.300000,0.086585],[0.300000,0.099776],[0.300000,0.081259],[0.351901,0.248002],[0.440905,0.154441],[0.277156,0.193703]
[0.248913,0.012299],[0.363370,0.017683],[0.406473,0.023991],[0.300000,0.084288],[0.300000,0.059858],[0.292758,0.050237],[0.353028,0.547934],[0.300000,0.481630],[0.446870,0.425554]
[0.300000,0.007154],[0.375465,0.021465],[0.438695,0.026896],[0.237884,0.085397],[0.433230,0.051121],[0.300000,0.069323],[0.300000,0.216790],[0.254327,0.541684],[0.398309,0.250327]
[0.419595,0.022339],[0.300000,0.017727],[0.354462,0.013812],[0.449994,0.047302],[0.201091,0.044191],[0.300000,0.031930],[0.374204,0.548188],[0.286400,0.236578],[0.300000,0.135015]
[0.300000,0.006081],[0.300000,0.023534],[0.424365,0.018323],[0.224621,0.061930],[0.300000,0.096770],[0.381257,0.099906],[0.375003,0.647303],[0.400969,0.191052],[0.276682,0.448185]
[0.300000,0.007271],[0.287113,0.019456],[0.443810,0.002629],[0.300000,0.035354],[0.300000,0.039357],[0.385554,0.038456],[0.369525,0.153795],[0.425980,0.609150],[0.210993,0.450832]
[0.231520,0.028559],[0.370201,0.011622],[0.300000,0.012328],[0.415833,0.055037],[0.419845,0.080611],[0.300000,0.077616],[0.277853,0.338975],[0.350781,0.500455],[0.300000,0.259374]
[0.377063,0.018494],[0.298755,0.005889],[0.425129,0.007760],[0.300000,0.038196],[0.241925,0.077130],[0.300000,0.047091],[0.300000,0.280972],[0.403175,0.179753],[0.366604,0.169141]
[0.300000,0.022413],[0.268495,0.001120],[0.300000,0.012592],[0.300000,0.086122],[0.238274,0.094780],[0.359055,0.032908],[0.369010,0.193703],[0.434366,0.565416],[0.426971,0.350135]
[0.300000,0.023567],[0.440536,0.009084],[0.368902,0.021389],[0.225591,0.053892],[0.282440,0.097272],[0.300000,0.044643],[0.444999,0.404232],[0.300000,0.175594],[0.369003,0.182365]
[0.283839,0.011854],[0.300000,0.016793],[0.390979,0.016930],[0.209465,0.043766],[0.300000,0.068263],[0.442560,0.074949],[0.300000,0.287197],[0.446632,0.406013],[0.391621,0.471480]
[0.300000,0.012927],[0.265983,0.027232],[0.372029,0.019855],[0.383360,0.099877],[0.408098,0.049008],[0.300000,0.041996],[0.242199,0.548110],[0.402035,0.407990],[0.300000,0.594558]
[0.399480,0.028834],[0.300000,0.008410],[0.300000,0.006443],[0.276100,0.039188],[0.398072,0.064272],[0.416287,0.098135],[0.412973,0.693845],[0.237876,0.391008],[0.300000,0.544436]
[0.238559,0.017025],[0.300000,0.021523],[0.300000,0.017180],[0.366155,0.067998],[0.432424,0.079810],[0.300000,0.076659],[0.399518,0.342730],[0.419960,0.482571],[0.283905,0.393394]
[0.415603,0.017115],[0.300000,0.025931],[0.406041,0.014125],[0.298990,0.077682],[0.372535,0.051415],[0.389716,0.095638],[0.202750,0.600809],[0.300000,0.298570],[0.300000,0.179677]
[0.419337,0.013911],[0.291556,0.029272],[0.205744,0.029895],[0.379691,0.046228],[0.300000,0.062927],[0.300000,0.050000],[0.300000,0.520321],[0.373771,0.601904],[0.446272,0.340556]
[0.201034,0.027609],[0.398202,0.029066],[0.390633,0.007011],[0.268254,0.032906],[0.300000,0.091078],[0.438988,0.081720],[0.300000,0.244416],[0.440582,0.470464],[0.300000,0.408540]
[0.300000,0.015008],[0.351292,0.007797],[0.385139,0.017606],[0.300000,0.093849],[0.266625,0.035908],[0.208495,0.055414],[0.438381,0.241384],[0.300000,0.169253],[0.446475,0.219974]
[0.300000,0.014833],[0.295681,0.028941],[0.300000,0.024844],[0.369730,0.048070],[0.210075,0.082076],[0.423442,0.047194],[0.439168,0.699132],[0.300000,0.640052],[0.367180,0.608578]
[0.438572,0.016924],[0.422455,0.023820],[0.374920,0.027128],[0.300000,0.089287],[0.215671,0.083783],[0.300000,0.057137],[0.300000,0.690189],[0.289920,0.115444],[0.356800,0.263523]
[0.218840,0.021186],[0.365284,0.003525],[0.389138,0.001850],[0.434205,0.051581],[0.300000,0.060360],[0.256132,0.035213],[0.411085,0.226598],[0.300000,0.243040],[0.300000,0.207156]
[0.300000,0.012982],[0.295695,0.018195],[0.442945,0.019956],[0.360578,0.063006],[0.438666,0.088002],[0.300000,0.073194],[0.300000,0.267150],[0.390643,0.669984],[0.224868,0.609554]
[0.300000,0.027341],[0.417835,0.004701],[0.381913,0.001496],[0.300000,0.041839],[0.242666,0.073788],[0.438219,0.048849],[0.300000,0.487469],[0.355795,0.591654],[0.288870,0.379038]
