1599,1401,2454,3716,4828,3984,7505,7496,6302
894,1062,2420,4622,3601,5076,7332,7517,7805
2172,2013,1643,4381,3817,2741,7256,5889,5994
1578,2005,2013,3774,3339,5516,6700,7500,5702
1239,2000,1202,2775,4926,2892,6205,5860,7705
427,184,2260,4658,2640,4448,6001,7952,6192
2255,1963,858,5699,5572,4985,7407,5845,7133
2221,1652,898,3395,2945,3158,7013,5903,6312
777,952,645,2712,3763,5283,6346,7606,7469
816,986,1103,3490,3564,4877,6010,7282,6505
1854,745,1338,3775,3318,5124,6656,6030,7638
843,230,1075,4633,2601,4863,5824,6262,7506
1806,150,1883,4791,5661,4891,6788,7371,7522
2486,420,1258,3425,4699,3983,6802,6669,6789
288,200,996,5314,4317,3226,6376,6432,7920
1795,480,1049,5453,3990,4676,6886,6856,7548
1144,1483,2394,3855,3632,2938,6524,6558,7303
2118,2183,442,5347,3727,3786,6539,7344,6836
1901,2020,353,3921,4705,4105,6887,7304,5782
1780,2356,2199,2852,2858,2935,6365,7293,7470
2454,1387,1634,4237,3062,3347,7344,6897,6833
1325,1170,1695,4160,2803,3511,7198,6960,6111
2369,181,1504,2920,3249,3490,7352,7092,7384
2444,878,1540,4374,4865,5072,7497,7555,7193
1829,171,2134,4109,4660,5077,6954,5808,5718
286,1036,2436,4874,3993,4440,6973,7533,6409
1254,2345,308,4344,5469,5080,7174,6297,7591
602,2343,2026,4451,4077,3431,5894,7359,7892
247,2390,1046,2552,2858,3609,7536,6516,6175
133,2339,1137,3710,4598,4362,6491,6495,6364
1729,1378,1594,5291,5549,5577,6807,6141,6657
2227,629,1296,3841,5371,4487,6589,7536,7927
605,698,2128,3562,3906,5375,7251,7997,7727
238,1889,1560,4840,4558,5347,7995,6376,6414
172,1980,1483,3254,3247,3409,6123,7475,6918
1861,841,2423,4241,5500,3657,6158,6410,7679
1292,210,2405,2625,2726,2886,6862,6446,6934
1889,972,264,5127,5128,3663,7553,7322,6620
633,818,167,3357,3597,4377,7191,6989,6930
1570,2264,2190,2810,3488,3005,6433,6784,6238
632,1810,1816,4559,4980,4888,6552,5810,6059
1496,1278,1625,5612,5141,4094,7270,6171,6749
1313,665,1188,3097,3118,5569,6259,6054,6956
2414,640,649,2888,3705,5134,6725,6022,7266
617,106,938,5441,4659,5060,6153,6661,6581
353,1921,2174,3199,3253,4229,7194,7779,5793
736,2238,630,5427,4285,2515,5837,7523,6631
441,855,514,5276,3317,3258,6446,7525,6704
373,1090,354,4048,5341,5311,6178,6601,6421
1215,1591,2242,2894,4788,5400,6898,7565,6864
197,1036,1853,3721,3841,4943,7375,7645,6528
621,1238,1875,4385,4481,4787,6691,7286,5982
1897,1998,1181,3210,3031,4152,7321,7583,7215
1059,2481,2323,3375,2800,3349,6411,7530,7694
314,160,1786,4139,4465,4829,7322,5725,6258
2085,1368,1666,3312,3262,4760,6089,7050,7784
1749,1165,1684,3247,3232,5034,7991,6771,7582
1350,1021,755,4622,3109,4179,6483,5935,6306
383,978,1174,3919,5265,4458,6855,5942,7459
408,521,798,3592,3482,3482,5798,7455,6836
2495,1066,170,3229,3192,5040,7226,7949,7412
2412,723,1617,5443,3392,5646,6410,6372,7144
2326,1277,967,3940,2588,3392,6418,7622,5743
1065,655,2242,4785,3140,3246,7091,6062,7172
292,106,2179,3236,3289,4682,6997,6607,5757
911,2145,2319,3912,4840,3867,6467,6108,7387
149,743,629,3762,4056,5573,5795,5809,7841
825,765,1653,3178,3637,3589,6636,5742,6910
592,230,1724,2578,4329,4993,6338,7230,7105
1087,1690,2488,3363,5429,5679,6837,5886,7042
173,1017,1889,2697,2737,3932,7924,7123,7844
397,611,2278,3741,3671,5360,5916,6226,5721
2090,1757,212,4821,4742,4142,7879,6313,7856
568,1924,1619,2502,4354,3464,7974,7424,6446
880,432,2370,2645,4753,2792,5971,7258,6396
1999,1527,2430,4218,4702,5441,6631,7175,6675
1127,400,157,4498,5421,4684,6077,6944,7476
2264,1262,634,4117,5526,3730,6420,5733,6227
760,100,272,3358,4271,2867,6233,6939,7539
1762,168,837,2748,3488,4730,6960,5919,6608
1024,2352,1970,5412,5680,4160,7749,7763,7449
799,2206,185,4373,3140,4897,7573,7979,6446
1061,1120,1028,2887,3447,3681,6763,5707,7601
1435,1007,1591,5064,3976,4808,6529,7691,6089
1312,357,1254,3764,4036,4475,7293,6434,7594
1696,1304,2388,5136,4355,2572,5743,6677,5982
244,1280,305,4929,4460,4774,6579,5957,7002
670,1660,2438,2763,4543,3335,6969,5892,6955
867,261,307,3837,5252,3568,6442,7771,6187
201,1131,2385,2660,3035,5185,7171,7698,6668
1227,1258,1023,2583,4957,5414,6572,7236,7144
765,2380,662,4656,4005,3611,6117,5961,7985
1901,1634,975,2913,3561,4406,6149,5736,7810
1578,544,1250,5117,5159,3465,6729,6536,5958
2224,1415,2471,3534,4650,4263,7989,7855,7631
1913,2006,2422,5494,4018,5024,6738,7242,6535
316,2432,2173,5099,3158,5483,7680,7413,7936
2100,2434,1206,2847,3210,4266,6096,6163,7065
2470,1632,2234,5419,4574,4078,7037,7440,7621
1077,756,610,3145,4192,5047,6634,7642,6219
2132,421,1377,5172,5548,2724,7985,5816,6614
451,1518,1479,4492,3301,2577,7026,7526,7698
1876,2174,2268,4099,4092,3547,6919,7351,7143
2119,1291,155,5278,4229,2802,5743,7711,5995
914,883,1478,3767,3528,5597,5763,7236,7174
895,1171,412,2566,4958,4283,7609,7431,7018
2485,1185,1897,3423,3165,5263,6763,6599,7541
1159,2300,1387,4079,4962,2749,7783,7933,7523
621,1951,612,3854,4109,3652,7312,7056,6281
1682,2396,2325,4867,3976,3255,7664,7742,5969
1047,580,654,4914,2901,2636,5747,6649,7144
2140,1486,2317,5242,4056,4243,6892,7470,5934
2403,227,2260,3201,3683,2573,5985,7514,7609
1779,2167,1570,4109,2837,4964,6072,7675,6754
309,849,935,3736,4601,5338,6840,7930,6802
2474,1161,1359,3067,4532,2635,6988,6846,6188
1888,2024,2106,4054,4758,4789,7887,7100,7192
440,483,2411,2987,4354,4003,7364,6324,7325
1595,356,161,2819,3064,5400,6563,7869,6297
1957,792,1992,4577,2778,4307,5983,6022,7507
1941,2021,2105,3178,5097,3336,7322,7628,6150
1063,1484,2227,3523,4866,5506,6288,7231,6496
2170,2257,1550,4486,5393,5039,6284,6522,6953
1996,1050,2152,4274,4865,5099,7478,7589,7694
2359,430,1974,2865,3490,5180,6517,6057,5930
2354,1610,177,4589,3531,2759,6981,7122,6201
788,827,1687,3067,3300,3092,7468,6914,7611
2319,631,1117,3286,3425,3440,6491,6559,7518
966,939,1458,4857,5229,2808,6768,6070,6904
907,2421,1725,4475,3154,3281,7738,5918,6011
2042,2150,121,4822,4959,3149,6198,6125,6260
2405,2074,347,4052,4597,2839,7042,6998,6351
1387,1612,2104,5374,3700,4330,6175,6087,6394
2378,2026,739,2921,4506,3285,6395,7007,5992
752,1115,504,4695,2544,4959,6597,5939,6651
453,408,2233,4556,5598,4901,7705,6353,6362
278,1107,2307,4508,3599,4851,6645,7960,7054
1894,1463,190,4797,5044,5024,6361,6414,7596
135,110,934,5698,4536,2811,7098,6386,5930
808,2352,842,4074,5603,5385,6449,6306,7783
1152,1700,1829,5299,4346,4702,7656,6339,7417
1194,1240,501,5009,2841,2991,6570,7482,6055
340,1226,1521,5631,4144,4795,7698,6715,7211
834,2134,235,3536,2884,3994,6704,7926,6075
488,2027,1401,5322,5185,3015,7032,5979,5780
464,1674,911,2902,3091,3421,7131,7453,7480
365,1073,1509,3660,5357,3092,7530,6057,6901
1058,1664,338,4814,2908,4610,7447,5872,7529
830,2192,433,3952,5000,4469,7525,7301,7682
816,1616,1095,5229,3999,4052,7201,7467,6867
675,2484,196,4667,2602,3241,6738,6160,6560
116,415,1459,5484,3616,3853,6387,6361,6248
198,1979,2065,5582,2867,3070,7114,7078,6086
1311,1614,890,5141,2729,4359,6126,5984,7726
491,190,1540,4448,5600,3923,6674,6944,7216
759,2477,1288,3922,5600,2851,7956,7897,5817
1578,715,1102,4966,5438,4242,6139,7036,7533
672,1714,751,5031,3907,4702,7041,6823,7358
939,997,1607,3556,5540,4824,6925,7902,7089
1404,1981,939,4397,5445,4652,7856,6930,7725
2480,1640,739,5213,3968,4590,5886,6109,7158
1907,413,2392,4276,4068,3408,6672,7434,7725
1196,465,1206,3356,4193,4959,7560,6141,6106
869,1951,2146,5507,2845,4148,6203,6983,7293
302,1833,1507,4546,4007,4229,6497,7843,7015
1151,297,1391,4936,4919,4471,6462,5766,7052
1622,1895,1874,4692,4574,2959,6871,7718,7567
1190,469,515,2798,5421,4432,6438,7038,7685
2395,2402,1066,4244,5150,4719,6947,6902,6015
1895,2236,1514,3978,5091,5217,5723,6590,6601
732,452,2183,2540,3001,4190,6524,6970,7814
2182,2033,693,3256,3220,4740,7870,5914,6361
509,770,2374,4853,2980,3445,7394,6040,7065
865,1585,648,3909,2816,3379,7789,7365,6119
1731,932,1530,3860,2714,2791,7832,7258,7534
1189,981,1921,3432,3074,3899,7419,6706,6427
567,1426,1827,3792,2873,2630,5712,6363,6414
757,1418,704,5596,4056,5536,7971,5705,7540
1030,2466,1660,3968,4172,4715,7305,6560,6232
2380,1234,680,2996,5255,4663,5847,7198,6418
1512,1779,1483,4139,4883,5309,6817,7895,7088
1191,933,657,2881,2842,4489,6958,6792,7152
2031,763,682,4241,2980,5575,6471,6178,7207
211,1563,759,2527,4708,3908,7681,5976,6738
1835,809,376,5518,3439,5212,6593,5967,7236
1096,2476,340,2925,5346,4586,6266,7893,7201
2439,2139,1566,4934,5172,4914,6612,5915,5755
1541,1573,2143,5018,2857,5005,7002,7268,7317
2396,804,1757,5174,4430,4291,6708,6850,5857
1779,1645,2081,3870,3351,3530,6920,5939,5820
2468,925,1665,5060,3157,5279,7814,5813,7101
462,295,488,4624,3754,5129,7800,6035,7842
1804,416,1826,4862,2578,4715,6734,6256,7459
2225,2309,2233,5106,4767,4452,7547,7142,5995
2482,1554,1770,3827,3414,5309,6322,6505,5910
2336,889,1351,5195,4187,5013,7206,7462,7687
1207,528,670,4253,3803,4046,5919,7030,6372
2319,2417,461,3546,2928,4104,6639,7372,7663
2421,2178,1304,3904,4171,5646,6039,7697,6597
1243,710,1588,4157,3286,3371,7920,7121,7469
2042,2049,2091,2514,4061,3151,7654,6816,6507
1479,762,1210,4575,5525,3978,5784,7032,7668
2005,1066,297,3484,3769,3514,7726,6871,6529
1150,995,1645,3418,3285,2621,7786,7088,7989
146,213,440,5289,4849,2632,5947,6781,7224
846,448,800,5250,5530,3534,6613,5781,7574
1795,477,1709,5162,4986,3840,6480,7103,6147
1791,1603,2085,5479,2601,3051,7689,6121,7492
2380,475,1573,3712,4466,3115,5831,7416,5788
829,1022,2226,4775,4137,4078,7074,7047,7276
738,370,1311,5252,5134,4736,7854,6320,7218
1447,1348,119,4728,3979,4050,7631,6800,7817
2179,1880,586,3084,4969,4189,7103,6426,6279
1416,1586,370,2606,4499,3990,7170,7324,5744
1754,1758,205,5332,4314,4539,5789,7965,5753
2231,1360,2153,3424,5379,4247,7130,6182,7352
2144,623,613,4363,3055,4019,7185,7831,6011
1792,511,1589,4759,4921,5608,6731,6759,7100
2275,2065,1984,4131,3667,3723,6233,7681,6220
1756,1004,2044,4674,3727,3938,6588,6738,6840
762,1201,1375,4262,2962,4734,6640,6286,6909
2187,2401,2316,4804,3901,3658,6556,6675,7473
552,1685,2141,3740,4155,4762,7285,6181,5731
1001,1285,2478,4232,5680,4370,6725,6033,6112
326,329,580,4415,2763,3553,7191,7643,7747
1983,1342,1262,3899,2989,4064,7286,7515,6482
1206,1777,2171,2623,2548,5280,5755,6739,7557
1648,1601,1091,5696,3950,4585,6803,6949,6930
1349,1222,629,5631,4954,4665,6340,6717,6094
387,1872,731,4962,3767,3560,7366,7852,6139
1379,610,793,4804,2771,4608,6241,6075,7916
653,886,1237,3429,3913,4478,6595,7810,7345
2201,1572,941,2524,4817,4253,6115,6933,6512
254,1252,1520,3926,4165,4384,7460,6973,5891
496,355,602,4422,2660,5027,6889,5953,6844
1766,2133,2391,3982,5682,4804,6982,7347,7360
330,1577,498,2544,5487,3548,6607,6749,6806
2028,2341,865,3080,2560,3146,6532,5773,6432
1408,968,2107,4681,4840,3937,7241,7785,6476
526,1808,2132,2977,5384,4873,7541,6432,7476
1556,867,1088,3563,2532,3371,7158,7044,7477
1920,1865,1030,3035,3953,4573,7271,5887,7211
2179,837,1186,3951,5327,4813,7780,6021,6253
2307,965,730,4234,3690,3938,7610,6404,6656
194,1048,1300,3163,5066,5636,6978,5798,5852
213,247,1567,3435,4701,2755,6016,7933,5859
149,1115,2258,2560,4976,5690,6165,6757,6604
352,1438,729,4989,5623,4163,7770,7756,5722
280,1532,467,4163,4742,5500,6869,7175,6852
154,1491,1322,3518,4633,3209,6502,6162,6545
1424,754,1062,5682,3738,4588,7020,7537,7821
1403,883,1965,5492,4110,4032,7757,7028,6057
1742,1203,1302,4857,2635,3573,6601,7693,6876
2305,479,1424,5395,5211,2673,6643,6171,6758
777,436,2106,4520,3105,4208,6918,6858,6447
1420,350,2028,3362,4375,3586,6663,7856,6588
1723,1367,1084,3631,4172,2642,5762,7359,7228
2486,2442,1579,3941,4149,3407,7503,6096,6850
1593,980,1762,2578,3376,3211,7880,7953,6395
951,1605,474,3030,2901,4115,7891,6622,7605
1726,711,1028,4787,2555,5168,6766,6962,6877
1639,2330,434,5397,5580,4064,5892,7799,7313
592,2170,1204,3902,3879,4759,7370,5841,6416
1237,561,415,2847,5695,2788,7951,7695,7383
1299,2364,2370,3660,3315,3560,6194,7162,6396
2160,2374,666,3996,3274,2743,5852,7892,7628
2165,1478,1065,3460,3854,3167,6044,6580,7129
1824,1325,594,4868,2783,5117,6072,7953,5876
2486,914,399,5418,3817,3487,5976,7583,7708
2250,1581,1529,4698,2624,4710,7551,7309,7793
387,1820,164,5464,2518,2969,6704,5915,6677
1023,696,1325,4821,3157,2906,6594,7557,7143
1136,1669,822,4905,2859,3636,5958,6455,7014
266,328,2241,5028,3348,3114,7921,6066,5821
2395,246,257,2959,5141,4072,7972,7558,6036
2241,1980,293,4643,3826,2989,6877,6258,5922
1305,2016,471,4984,5433,4122,6653,5954,6593
1034,1199,537,3428,3088,4357,6148,7595,6133
1008,338,1473,5500,4518,3768,6650,6010,6505
2413,1490,946,4482,5113,4191,6351,7738,7359
907,688,1489,4023,3493,4017,5948,7392,5960
1261,484,1179,3250,3378,3727,7211,5833,6951
978,874,493,3486,4160,3627,7175,5907,6617
1468,1718,1370,2821,5075,3239,5907,6068,6112
2064,1889,341,2623,3469,2851,5863,6399,7721
1430,104,286,4406,4133,5188,7171,7771,6441
1957,631,1140,5241,4024,3470,6620,7936,7553
945,1230,2355,5671,4457,3974,7496,5727,6540
1662,305,1405,4211,3188,3842,7139,6696,7512
2364,2391,1709,5083,3174,5060,6134,6545,6108
1508,1292,1214,3687,2965,4762,5986,7008,7307
763,2178,894,3744,4248,4458,7971,7935,7070
1110,2004,2180,3692,3176,5699,6381,6636,6392
2078,311,828,4242,4903,2722,7262,6817,6202
1867,1594,227,4283,2618,5258,6436,6571,7552
2146,968,1211,4497,2613,5391,7662,7532,6100
129,162,2332,4993,3893,2763,7509,6884,6724
2140,614,757,4988,3490,5337,6873,6492,6622
126,1173,1958,5637,2896,3768,6384,6642,7121
783,1147,1959,5487,3779,4137,5802,7406,5960
1892,1042,1745,3006,3243,3783,7343,7666,6210
2428,275,2148,5672,5032,3645,7677,7990,7332
782,535,1377,3988,2614,5167,7971,6858,5814
1524,2070,227,2629,3040,3842,6577,7940,7222
1252,1132,1658,4987,4851,4257,7318,6795,6032
1372,1181,419,2818,5108,3735,7157,6201,6364
533,628,577,5310,4824,2654,7885,7592,7157
1243,2363,1538,3510,4725,3175,7125,7147,6860
1352,1783,686,2527,4015,3295,7799,6982,6773
1590,1518,1256,3945,3864,3823,6294,7368,7485
634,1902,1261,4462,3368,3737,6784,7594,7877
900,914,2222,3997,5627,5648,6305,6911,7719
2067,1878,802,3709,4647,4755,6677,6321,7573
699,2027,644,3163,3831,3914,6188,6896,7257
340,637,2197,4985,4187,5470,7854,7394,7848
1188,999,1777,2794,3791,2817,6299,6935,7032
2069,1843,348,2582,3529,3972,6356,7048,6467
2003,239,1217,4409,5149,3800,7323,6623,7088
1541,1005,1159,4874,3179,4182,6516,7717,5937
132,483,849,4253,2691,2732,6616,5944,6278
2370,536,947,3230,2504,4341,7462,7012,6802
1461,1451,1747,3344,3673,2991,6436,7354,7719
326,365,454,5461,3882,4760,5702,6314,6535
1408,923,1219,3106,3691,4154,6792,5784,6616
690,1624,581,2673,3361,5353,6186,7749,7031
683,721,1938,3477,4239,2984,7922,6487,6545
1865,344,446,3656,2601,5142,5971,6499,7478
2427,1563,989,5412,2861,3697,7633,6705,6675
1992,1490,772,2744,3914,5331,6431,5860,7953
1611,454,193,4507,2960,4126,6144,5971,7356
1999,331,1085,2552,3878,4139,6073,7119,6588
1495,1619,915,4797,3808,3530,7477,6208,7231
958,2261,259,2562,4181,4407,6004,5959,5857
2305,961,2356,2998,4339,4811,7975,7315,7443
2293,1375,104,2674,3391,4628,7482,6663,6557
2461,701,1399,4254,3884,2587,6241,7307,6239
1430,1320,1212,3017,5133,5649,7837,6641,6614
1992,766,597,4410,2785,4899,5900,7510,7866
659,1572,484,3263,5021,4084,6205,6441,7859
172,2154,1508,3168,2511,4519,7037,5867,6312
2475,799,976,3512,3130,4452,6058,7000,7000
506,976,1906,3112,4108,3005,7175,5926,6401
1908,1913,2154,4339,4186,3115,7209,7310,6330
281,1040,550,5177,4713,2778,7145,7709,7608
148,865,974,4512,2559,3112,7981,7571,6757
408,2252,433,4659,4561,3192,6060,7124,7585
2345,2455,1485,5212,5646,4191,5994,5899,5958
601,1777,1546,5556,5490,4778,7152,7633,7407
1684,1062,1047,4471,3394,2573,5957,7459,6679
136,1319,2147,5357,4856,3062,7505,6064,7882
1653,1062,1126,3586,3441,5590,7208,6712,6203
2387,1511,1091,4117,4679,2921,7813,7883,5933
1264,1587,492,5090,3799,3581,7421,7140,6532
1922,1492,726,3911,3628,3191,6757,7069,5758
1355,1378,1067,4004,3144,2557,5809,7950,7321
747,1504,1618,3905,3158,2532,7950,6784,6741
584,1049,2098,4920,3387,3801,5907,7768,6622
211,1425,2105,3876,2802,5562,6210,7607,7355
1078,1130,1609,4849,5652,2722,6603,6154,7725
1123,1625,968,5634,4076,3320,6282,7211,6396
370,1845,2500,2747,4793,2622,6221,7100,5980
1865,1831,2197,2808,2891,3576,5959,7275,7932
543,961,886,3354,2750,3370,6688,6542,6640
117,370,1344,4069,4875,5293,7190,6841,6906
1075,1690,1218,4630,5099,2923,7701,7767,7065
1345,1885,1280,5679,4387,5652,7509,7803,5769
414,276,1564,4917,4055,2933,7818,5871,5736
1100,1357,1909,3133,4966,5034,6972,7951,7048
1035,292,2153,3243,5426,3892,7422,7125,7073
235,1095,125,4533,5179,5420,7097,7347,7982
1709,1110,1182,4451,4054,2623,6531,5752,6935
2064,716,766,3474,2631,3224,6350,7282,7253
816,1452,1842,5698,5210,2634,6806,5912,7386
1242,906,1524,3161,3329,3268,5898,7133,6615
1589,2390,286,2679,4577,3153,6836,7788,5786
1223,647,283,2795,2548,4069,6775,7539,6322
1177,1571,1520,3132,4451,4554,5930,7916,6506
1647,702,985,3911,4905,5287,6481,7626,6571
689,790,1873,2887,3685,4967,6363,7988,6506
333,1841,779,3233,3962,5673,6856,6188,7819
2218,459,331,4027,5384,3684,6200,5731,7174
1373,1995,2043,5547,4990,5554,7159,7952,7421
2176,1450,814,3699,2589,4185,5902,7677,7697
2250,876,425,4923,3286,5099,7763,7030,6253
1529,2286,788,4139,5476,2508,7773,7230,7890
1746,541,1435,4309,3168,4094,7148,6968,6561
1544,1914,142,4955,4407,5311,6863,6574,6261
1898,2144,1740,2643,4392,3212,6591,6507,7568
1283,1378,298,3831,4042,5687,7822,7823,6137
1075,281,873,4269,5224,5269,7386,7368,7293
717,172,355,4461,5646,4851,7745,6346,5898
393,248,1466,4243,4877,3002,6843,7250,6600
1381,2148,1653,5044,4215,3482,5712,6433,7250
2351,1057,1590,5364,2524,3732,5734,7380,7587
301,1408,343,3782,2770,4652,6434,6389,7534
1352,2162,1155,3595,5061,4502,6946,5985,7494
2496,1302,874,5578,4888,4848,5806,6399,7877
1637,1948,1536,4825,5362,3587,6219,7243,6331
1992,1674,2404,5516,5368,5410,5941,7033,7182
1172,982,490,4642,4368,5654,6951,6738,7304
1461,203,1852,3650,4046,5607,6291,6475,7017
1238,1538,812,2909,5271,3930,7626,7892,6424
1545,674,414,4298,5339,4858,6006,6143,7364
1467,364,1863,3192,2809,3052,6039,7247,5819
193,263,625,3416,3516,5030,6564,7014,7104
225,2017,1074,4927,4477,3972,6526,6811,6844
241,542,695,2705,2907,5443,7281,7512,7692
1752,2364,2147,5335,3839,4148,6226,6900,7218
394,111,1240,2611,4055,3289,7951,7270,7560
1646,1691,619,2880,3607,3212,5865,7397,7291
2255,1098,2162,4244,3194,4538,7000,6870,7298
1497,1689,1644,3989,3295,2771,5921,7604,6836
1958,1240,2134,5051,3857,3023,5991,6284,7928
1916,2250,1713,5061,3440,5334,6767,6199,6664
468,823,2186,4319,4618,3622,7531,5906,6211
